year	rel_temperature	rel_pptn
140000	-6.8  	-0.535694147
139999	-6.8001	-0.535508064
139998	-6.8002	-0.53532198
139997	-6.8003	-0.535135897
139996	-6.8004	-0.534949814
139995	-6.8005	-0.534763731
139994	-6.8006	-0.534577647
139993	-6.8007	-0.534391564
139992	-6.8008	-0.534205481
139991	-6.8009	-0.534019398
139990	-6.801	-0.533833315
139989	-6.8011	-0.533647231
139988	-6.8012	-0.533461148
139987	-6.8013	-0.533275065
139986	-6.8014	-0.533088982
139985	-6.8015	-0.532902898
139984	-6.8016	-0.532716815
139983	-6.8017	-0.532530732
139982	-6.8018	-0.532344649
139981	-6.8019	-0.532158565
139980	-6.802	-0.531972482
139979	-6.8021	-0.531786399
139978	-6.8022	-0.531600316
139977	-6.8023	-0.531414233
139976	-6.8024	-0.531228149
139975	-6.8025	-0.531042066
139974	-6.8026	-0.530855983
139973	-6.8027	-0.5306699
139972	-6.8028	-0.530483816
139971	-6.8029	-0.530297733
139970	-6.803	-0.53011165
139969	-6.8031	-0.529925567
139968	-6.8032	-0.529739483
139967	-6.8033	-0.5295534
139966	-6.8034	-0.529367317
139965	-6.8035	-0.529181234
139964	-6.8036	-0.528995151
139963	-6.8037	-0.528809067
139962	-6.8038	-0.528622984
139961	-6.8039	-0.528436901
139960	-6.804	-0.528250818
139959	-6.8041	-0.528064734
139958	-6.8042	-0.527878651
139957	-6.8043	-0.527692568
139956	-6.8044	-0.527506485
139955	-6.8045	-0.527320401
139954	-6.8046	-0.527134318
139953	-6.8047	-0.526948235
139952	-6.8048	-0.526762152
139951	-6.8049	-0.526576069
139950	-6.805	-0.526389985
139949	-6.8051	-0.526203902
139948	-6.8052	-0.526017819
139947	-6.8053	-0.525831736
139946	-6.8054	-0.525645652
139945	-6.8055	-0.525459569
139944	-6.8056	-0.525273486
139943	-6.8057	-0.525087403
139942	-6.8058	-0.524901319
139941	-6.8059	-0.524715236
139940	-6.806	-0.524529153
139939	-6.8061	-0.52434307
139938	-6.8062	-0.524156987
139937	-6.8063	-0.523970903
139936	-6.8064	-0.52378482
139935	-6.8065	-0.523598737
139934	-6.8066	-0.523412654
139933	-6.8067	-0.52322657
139932	-6.8068	-0.523040487
139931	-6.8069	-0.522854404
139930	-6.807	-0.522668321
139929	-6.8071	-0.522482238
139928	-6.8072	-0.522296154
139927	-6.8073	-0.522110071
139926	-6.8074	-0.521923988
139925	-6.8075	-0.521737905
139924	-6.8076	-0.521551821
139923	-6.8077	-0.521365738
139922	-6.8078	-0.521179655
139921	-6.8079	-0.520993572
139920	-6.808	-0.520807488
139919	-6.8081	-0.520621405
139918	-6.8082	-0.520435322
139917	-6.8083	-0.520249239
139916	-6.8084	-0.520063156
139915	-6.8085	-0.519877072
139914	-6.8086	-0.519690989
139913	-6.8087	-0.519504906
139912	-6.8088	-0.519318823
139911	-6.8089	-0.519132739
139910	-6.809	-0.518946656
139909	-6.8091	-0.518760573
139908	-6.8092	-0.51857449
139907	-6.8093	-0.518388406
139906	-6.8094	-0.518202323
139905	-6.8095	-0.51801624
139904	-6.8096	-0.517830157
139903	-6.8097	-0.517644074
139902	-6.8098	-0.51745799
139901	-6.8099	-0.517271907
139900	-6.81	-0.517085824
139899	-6.8101	-0.516899741
139898	-6.8102	-0.516713657
139897	-6.8103	-0.516527574
139896	-6.8104	-0.516341491
139895	-6.8105	-0.516155408
139894	-6.8106	-0.515969324
139893	-6.8107	-0.515783241
139892	-6.8108	-0.515597158
139891	-6.8109	-0.515411075
139890	-6.811	-0.515224992
139889	-6.8111	-0.515038908
139888	-6.8112	-0.514852825
139887	-6.8113	-0.514666742
139886	-6.8114	-0.514480659
139885	-6.8115	-0.514294575
139884	-6.8116	-0.514108492
139883	-6.8117	-0.513922409
139882	-6.8118	-0.513736326
139881	-6.8119	-0.513550242
139880	-6.812	-0.513364159
139879	-6.8121	-0.513178076
139878	-6.8122	-0.512991993
139877	-6.8123	-0.51280591
139876	-6.8124	-0.512619826
139875	-6.8125	-0.512433743
139874	-6.8126	-0.51224766
139873	-6.8127	-0.512061577
139872	-6.8128	-0.511875493
139871	-6.8129	-0.51168941
139870	-6.813	-0.511503327
139869	-6.8131	-0.511317244
139868	-6.8132	-0.51113116
139867	-6.8133	-0.510945077
139866	-6.8134	-0.510758994
139865	-6.8135	-0.510572911
139864	-6.8136	-0.510386828
139863	-6.8137	-0.510200744
139862	-6.8138	-0.510014661
139861	-6.8139	-0.509828578
139860	-6.814	-0.509642495
139859	-6.8141	-0.509456411
139858	-6.8142	-0.509270328
139857	-6.8143	-0.509084245
139856	-6.8144	-0.508898162
139855	-6.8145	-0.508712078
139854	-6.8146	-0.508525995
139853	-6.8147	-0.508339912
139852	-6.8148	-0.508153829
139851	-6.8149	-0.507967746
139850	-6.815	-0.507781662
139849	-6.8151	-0.507595579
139848	-6.8152	-0.507409496
139847	-6.8153	-0.507223413
139846	-6.8154	-0.507037329
139845	-6.8155	-0.506851246
139844	-6.8156	-0.506665163
139843	-6.8157	-0.50647908
139842	-6.8158	-0.506292997
139841	-6.8159	-0.506106913
139840	-6.816	-0.50592083
139839	-6.8161	-0.505734747
139838	-6.8162	-0.505548664
139837	-6.8163	-0.50536258
139836	-6.8164	-0.505176497
139835	-6.8165	-0.504990414
139834	-6.8166	-0.504804331
139833	-6.8167	-0.504618247
139832	-6.8168	-0.504432164
139831	-6.8169	-0.504246081
139830	-6.817	-0.504059998
139829	-6.8171	-0.503873915
139828	-6.8172	-0.503687831
139827	-6.8173	-0.503501748
139826	-6.8174	-0.503315665
139825	-6.8175	-0.503129582
139824	-6.8176	-0.502943498
139823	-6.8177	-0.502757415
139822	-6.8178	-0.502571332
139821	-6.8179	-0.502385249
139820	-6.818	-0.502199165
139819	-6.8181	-0.502013082
139818	-6.8182	-0.501826999
139817	-6.8183	-0.501640916
139816	-6.8184	-0.501454833
139815	-6.8185	-0.501268749
139814	-6.8186	-0.501082666
139813	-6.8187	-0.500896583
139812	-6.8188	-0.5007105
139811	-6.8189	-0.500524416
139810	-6.819	-0.500338333
139809	-6.8191	-0.50015225
139808	-6.8192	-0.499966167
139807	-6.8193	-0.499780083
139806	-6.8194	-0.499594
139805	-6.8195	-0.499407917
139804	-6.8196	-0.499221834
139803	-6.8197	-0.499035751
139802	-6.8198	-0.498849667
139801	-6.8199	-0.498663584
139800	-6.82	-0.498477501
139799	-6.8201	-0.498291418
139798	-6.8202	-0.498105334
139797	-6.8203	-0.497919251
139796	-6.8204	-0.497733168
139795	-6.8205	-0.497547085
139794	-6.8206	-0.497361001
139793	-6.8207	-0.497174918
139792	-6.8208	-0.496988835
139791	-6.8209	-0.496802752
139790	-6.821	-0.496616669
139789	-6.8211	-0.496430585
139788	-6.8212	-0.496244502
139787	-6.8213	-0.496058419
139786	-6.8214	-0.495872336
139785	-6.8215	-0.495686252
139784	-6.8216	-0.495500169
139783	-6.8217	-0.495314086
139782	-6.8218	-0.495128003
139781	-6.8219	-0.494941919
139780	-6.822	-0.494755836
139779	-6.8221	-0.494569753
139778	-6.8222	-0.49438367
139777	-6.8223	-0.494197587
139776	-6.8224	-0.494011503
139775	-6.8225	-0.49382542
139774	-6.8226	-0.493639337
139773	-6.8227	-0.493453254
139772	-6.8228	-0.49326717
139771	-6.8229	-0.493081087
139770	-6.823	-0.492895004
139769	-6.8231	-0.492708921
139768	-6.8232	-0.492522837
139767	-6.8233	-0.492336754
139766	-6.8234	-0.492150671
139765	-6.8235	-0.491964588
139764	-6.8236	-0.491778505
139763	-6.8237	-0.491592421
139762	-6.8238	-0.491406338
139761	-6.8239	-0.491220255
139760	-6.824	-0.491034172
139759	-6.8241	-0.490848088
139758	-6.8242	-0.490662005
139757	-6.8243	-0.490475922
139756	-6.8244	-0.490289839
139755	-6.8245	-0.490103755
139754	-6.8246	-0.489917672
139753	-6.8247	-0.489731589
139752	-6.8248	-0.489545506
139751	-6.8249	-0.489359423
139750	-6.825	-0.489173339
139749	-6.8251	-0.488987256
139748	-6.8252	-0.488801173
139747	-6.8253	-0.48861509
139746	-6.8254	-0.488429006
139745	-6.8255	-0.488242923
139744	-6.8256	-0.48805684
139743	-6.8257	-0.487870757
139742	-6.8258	-0.487684674
139741	-6.8259	-0.48749859
139740	-6.826	-0.487312507
139739	-6.8261	-0.487126424
139738	-6.8262	-0.486940341
139737	-6.8263	-0.486754257
139736	-6.8264	-0.486568174
139735	-6.8265	-0.486382091
139734	-6.8266	-0.486196008
139733	-6.8267	-0.486009924
139732	-6.8268	-0.485823841
139731	-6.8269	-0.485637758
139730	-6.827	-0.485451675
139729	-6.8271	-0.485265592
139728	-6.8272	-0.485079508
139727	-6.8273	-0.484893425
139726	-6.8274	-0.484707342
139725	-6.8275	-0.484521259
139724	-6.8276	-0.484335175
139723	-6.8277	-0.484149092
139722	-6.8278	-0.483963009
139721	-6.8279	-0.483776926
139720	-6.828	-0.483590842
139719	-6.8281	-0.483404759
139718	-6.8282	-0.483218676
139717	-6.8283	-0.483032593
139716	-6.8284	-0.48284651
139715	-6.8285	-0.482660426
139714	-6.8286	-0.482474343
139713	-6.8287	-0.48228826
139712	-6.8288	-0.482102177
139711	-6.8289	-0.481916093
139710	-6.829	-0.48173001
139709	-6.8291	-0.481543927
139708	-6.8292	-0.481357844
139707	-6.8293	-0.48117176
139706	-6.8294	-0.480985677
139705	-6.8295	-0.480799594
139704	-6.8296	-0.480613511
139703	-6.8297	-0.480427428
139702	-6.8298	-0.480241344
139701	-6.8299	-0.480055261
139700	-6.83	-0.479869178
139699	-6.8301	-0.479683095
139698	-6.8302	-0.479497011
139697	-6.8303	-0.479310928
139696	-6.8304	-0.479124845
139695	-6.8305	-0.478938762
139694	-6.8306	-0.478752678
139693	-6.8307	-0.478566595
139692	-6.8308	-0.478380512
139691	-6.8309	-0.478194429
139690	-6.831	-0.478008346
139689	-6.8311	-0.477822262
139688	-6.8312	-0.477636179
139687	-6.8313	-0.477450096
139686	-6.8314	-0.477264013
139685	-6.8315	-0.477077929
139684	-6.8316	-0.476891846
139683	-6.8317	-0.476705763
139682	-6.8318	-0.47651968
139681	-6.8319	-0.476333596
139680	-6.832	-0.476147513
139679	-6.8321	-0.47596143
139678	-6.8322	-0.475775347
139677	-6.8323	-0.475589264
139676	-6.8324	-0.47540318
139675	-6.8325	-0.475217097
139674	-6.8326	-0.475031014
139673	-6.8327	-0.474844931
139672	-6.8328	-0.474658847
139671	-6.8329	-0.474472764
139670	-6.833	-0.474286681
139669	-6.8331	-0.474100598
139668	-6.8332	-0.473914514
139667	-6.8333	-0.473728431
139666	-6.8334	-0.473542348
139665	-6.8335	-0.473356265
139664	-6.8336	-0.473170182
139663	-6.8337	-0.472984098
139662	-6.8338	-0.472798015
139661	-6.8339	-0.472611932
139660	-6.834	-0.472425849
139659	-6.8341	-0.472239765
139658	-6.8342	-0.472053682
139657	-6.8343	-0.471867599
139656	-6.8344	-0.471681516
139655	-6.8345	-0.471495433
139654	-6.8346	-0.471309349
139653	-6.8347	-0.471123266
139652	-6.8348	-0.470937183
139651	-6.8349	-0.4707511
139650	-6.835	-0.470565016
139649	-6.8351	-0.470378933
139648	-6.8352	-0.47019285
139647	-6.8353	-0.470006767
139646	-6.8354	-0.469820683
139645	-6.8355	-0.4696346
139644	-6.8356	-0.469448517
139643	-6.8357	-0.469262434
139642	-6.8358	-0.469076351
139641	-6.8359	-0.468890267
139640	-6.836	-0.468704184
139639	-6.8361	-0.468518101
139638	-6.8362	-0.468332018
139637	-6.8363	-0.468145934
139636	-6.8364	-0.467959851
139635	-6.8365	-0.467773768
139634	-6.8366	-0.467587685
139633	-6.8367	-0.467401601
139632	-6.8368	-0.467215518
139631	-6.8369	-0.467029435
139630	-6.837	-0.466843352
139629	-6.8371	-0.466657269
139628	-6.8372	-0.466471185
139627	-6.8373	-0.466285102
139626	-6.8374	-0.466099019
139625	-6.8375	-0.465912936
139624	-6.8376	-0.465726852
139623	-6.8377	-0.465540769
139622	-6.8378	-0.465354686
139621	-6.8379	-0.465168603
139620	-6.838	-0.464982519
139619	-6.8381	-0.464796436
139618	-6.8382	-0.464610353
139617	-6.8383	-0.46442427
139616	-6.8384	-0.464238187
139615	-6.8385	-0.464052103
139614	-6.8386	-0.46386602
139613	-6.8387	-0.463679937
139612	-6.8388	-0.463493854
139611	-6.8389	-0.46330777
139610	-6.839	-0.463121687
139609	-6.8391	-0.462935604
139608	-6.8392	-0.462749521
139607	-6.8393	-0.462563437
139606	-6.8394	-0.462377354
139605	-6.8395	-0.462191271
139604	-6.8396	-0.462005188
139603	-6.8397	-0.461819105
139602	-6.8398	-0.461633021
139601	-6.8399	-0.461446938
139600	-6.84	-0.461260855
139599	-6.8401	-0.461074772
139598	-6.8402	-0.460888688
139597	-6.8403	-0.460702605
139596	-6.8404	-0.460516522
139595	-6.8405	-0.460330439
139594	-6.8406	-0.460144355
139593	-6.8407	-0.459958272
139592	-6.8408	-0.459772189
139591	-6.8409	-0.459586106
139590	-6.841	-0.459400023
139589	-6.8411	-0.459213939
139588	-6.8412	-0.459027856
139587	-6.8413	-0.458841773
139586	-6.8414	-0.45865569
139585	-6.8415	-0.458469606
139584	-6.8416	-0.458283523
139583	-6.8417	-0.45809744
139582	-6.8418	-0.457911357
139581	-6.8419	-0.457725273
139580	-6.842	-0.45753919
139579	-6.8421	-0.457353107
139578	-6.8422	-0.457167024
139577	-6.8423	-0.456980941
139576	-6.8424	-0.456794857
139575	-6.8425	-0.456608774
139574	-6.8426	-0.456422691
139573	-6.8427	-0.456236608
139572	-6.8428	-0.456050524
139571	-6.8429	-0.455864441
139570	-6.843	-0.455678358
139569	-6.8431	-0.455492275
139568	-6.8432	-0.455306191
139567	-6.8433	-0.455120108
139566	-6.8434	-0.454934025
139565	-6.8435	-0.454747942
139564	-6.8436	-0.454561859
139563	-6.8437	-0.454375775
139562	-6.8438	-0.454189692
139561	-6.8439	-0.454003609
139560	-6.844	-0.453817526
139559	-6.8441	-0.453631442
139558	-6.8442	-0.453445359
139557	-6.8443	-0.453259276
139556	-6.8444	-0.453073193
139555	-6.8445	-0.45288711
139554	-6.8446	-0.452701026
139553	-6.8447	-0.452514943
139552	-6.8448	-0.45232886
139551	-6.8449	-0.452142777
139550	-6.845	-0.451956693
139549	-6.8451	-0.45177061
139548	-6.8452	-0.451584527
139547	-6.8453	-0.451398444
139546	-6.8454	-0.45121236
139545	-6.8455	-0.451026277
139544	-6.8456	-0.450840194
139543	-6.8457	-0.450654111
139542	-6.8458	-0.450468028
139541	-6.8459	-0.450281944
139540	-6.846	-0.450095861
139539	-6.8461	-0.449909778
139538	-6.8462	-0.449723695
139537	-6.8463	-0.449537611
139536	-6.8464	-0.449351528
139535	-6.8465	-0.449165445
139534	-6.8466	-0.448979362
139533	-6.8467	-0.448793278
139532	-6.8468	-0.448607195
139531	-6.8469	-0.448421112
139530	-6.847	-0.448235029
139529	-6.8471	-0.448048946
139528	-6.8472	-0.447862862
139527	-6.8473	-0.447676779
139526	-6.8474	-0.447490696
139525	-6.8475	-0.447304613
139524	-6.8476	-0.447118529
139523	-6.8477	-0.446932446
139522	-6.8478	-0.446746363
139521	-6.8479	-0.44656028
139520	-6.848	-0.446374196
139519	-6.8481	-0.446188113
139518	-6.8482	-0.44600203
139517	-6.8483	-0.445815947
139516	-6.8484	-0.445629864
139515	-6.8485	-0.44544378
139514	-6.8486	-0.445257697
139513	-6.8487	-0.445071614
139512	-6.8488	-0.444885531
139511	-6.8489	-0.444699447
139510	-6.849	-0.444513364
139509	-6.8491	-0.444327281
139508	-6.8492	-0.444141198
139507	-6.8493	-0.443955114
139506	-6.8494	-0.443769031
139505	-6.8495	-0.443582948
139504	-6.8496	-0.443396865
139503	-6.8497	-0.443210782
139502	-6.8498	-0.443024698
139501	-6.8499	-0.442838615
139500	-6.85	-0.442652532
139499	-6.8501	-0.442466449
139498	-6.8502	-0.442280365
139497	-6.8503	-0.442094282
139496	-6.8504	-0.441908199
139495	-6.8505	-0.441722116
139494	-6.8506	-0.441536032
139493	-6.8507	-0.441349949
139492	-6.8508	-0.441163866
139491	-6.8509	-0.440977783
139490	-6.851	-0.4407917
139489	-6.8511	-0.440605616
139488	-6.8512	-0.440419533
139487	-6.8513	-0.44023345
139486	-6.8514	-0.440047367
139485	-6.8515	-0.439861283
139484	-6.8516	-0.4396752
139483	-6.8517	-0.439489117
139482	-6.8518	-0.439303034
139481	-6.8519	-0.43911695
139480	-6.852	-0.438930867
139479	-6.8521	-0.438744784
139478	-6.8522	-0.438558701
139477	-6.8523	-0.438372618
139476	-6.8524	-0.438186534
139475	-6.8525	-0.438000451
139474	-6.8526	-0.437814368
139473	-6.8527	-0.437628285
139472	-6.8528	-0.437442201
139471	-6.8529	-0.437256118
139470	-6.853	-0.437070035
139469	-6.8531	-0.436883952
139468	-6.8532	-0.436697869
139467	-6.8533	-0.436511785
139466	-6.8534	-0.436325702
139465	-6.8535	-0.436139619
139464	-6.8536	-0.435953536
139463	-6.8537	-0.435767452
139462	-6.8538	-0.435581369
139461	-6.8539	-0.435395286
139460	-6.854	-0.435209203
139459	-6.8541	-0.435023119
139458	-6.8542	-0.434837036
139457	-6.8543	-0.434650953
139456	-6.8544	-0.43446487
139455	-6.8545	-0.434278787
139454	-6.8546	-0.434092703
139453	-6.8547	-0.43390662
139452	-6.8548	-0.433720537
139451	-6.8549	-0.433534454
139450	-6.855	-0.43334837
139449	-6.8551	-0.433162287
139448	-6.8552	-0.432976204
139447	-6.8553	-0.432790121
139446	-6.8554	-0.432604037
139445	-6.8555	-0.432417954
139444	-6.8556	-0.432231871
139443	-6.8557	-0.432045788
139442	-6.8558	-0.431859705
139441	-6.8559	-0.431673621
139440	-6.856	-0.431487538
139439	-6.8561	-0.431301455
139438	-6.8562	-0.431115372
139437	-6.8563	-0.430929288
139436	-6.8564	-0.430743205
139435	-6.8565	-0.430557122
139434	-6.8566	-0.430371039
139433	-6.8567	-0.430184955
139432	-6.8568	-0.429998872
139431	-6.8569	-0.429812789
139430	-6.857	-0.429626706
139429	-6.8571	-0.429440623
139428	-6.8572	-0.429254539
139427	-6.8573	-0.429068456
139426	-6.8574	-0.428882373
139425	-6.8575	-0.42869629
139424	-6.8576	-0.428510206
139423	-6.8577	-0.428324123
139422	-6.8578	-0.42813804
139421	-6.8579	-0.427951957
139420	-6.858	-0.427765873
139419	-6.8581	-0.42757979
139418	-6.8582	-0.427393707
139417	-6.8583	-0.427207624
139416	-6.8584	-0.427021541
139415	-6.8585	-0.426835457
139414	-6.8586	-0.426649374
139413	-6.8587	-0.426463291
139412	-6.8588	-0.426277208
139411	-6.8589	-0.426091124
139410	-6.859	-0.425905041
139409	-6.8591	-0.425718958
139408	-6.8592	-0.425532875
139407	-6.8593	-0.425346791
139406	-6.8594	-0.425160708
139405	-6.8595	-0.424974625
139404	-6.8596	-0.424788542
139403	-6.8597	-0.424602459
139402	-6.8598	-0.424416375
139401	-6.8599	-0.424230292
139400	-6.86	-0.424044209
139399	-6.8601	-0.423858126
139398	-6.8602	-0.423672042
139397	-6.8603	-0.423485959
139396	-6.8604	-0.423299876
139395	-6.8605	-0.423113793
139394	-6.8606	-0.422927709
139393	-6.8607	-0.422741626
139392	-6.8608	-0.422555543
139391	-6.8609	-0.42236946
139390	-6.861	-0.422183377
139389	-6.8611	-0.421997293
139388	-6.8612	-0.42181121
139387	-6.8613	-0.421625127
139386	-6.8614	-0.421439044
139385	-6.8615	-0.42125296
139384	-6.8616	-0.421066877
139383	-6.8617	-0.420880794
139382	-6.8618	-0.420694711
139381	-6.8619	-0.420508627
139380	-6.862	-0.420322544
139379	-6.8621	-0.420136461
139378	-6.8622	-0.419950378
139377	-6.8623	-0.419764295
139376	-6.8624	-0.419578211
139375	-6.8625	-0.419392128
139374	-6.8626	-0.419206045
139373	-6.8627	-0.419019962
139372	-6.8628	-0.418833878
139371	-6.8629	-0.418647795
139370	-6.863	-0.418461712
139369	-6.8631	-0.418275629
139368	-6.8632	-0.418089546
139367	-6.8633	-0.417903462
139366	-6.8634	-0.417717379
139365	-6.8635	-0.417531296
139364	-6.8636	-0.417345213
139363	-6.8637	-0.417159129
139362	-6.8638	-0.416973046
139361	-6.8639	-0.416786963
139360	-6.864	-0.41660088
139359	-6.8641	-0.416414796
139358	-6.8642	-0.416228713
139357	-6.8643	-0.41604263
139356	-6.8644	-0.415856547
139355	-6.8645	-0.415670464
139354	-6.8646	-0.41548438
139353	-6.8647	-0.415298297
139352	-6.8648	-0.415112214
139351	-6.8649	-0.414926131
139350	-6.865	-0.414740047
139349	-6.8651	-0.414553964
139348	-6.8652	-0.414367881
139347	-6.8653	-0.414181798
139346	-6.8654	-0.413995714
139345	-6.8655	-0.413809631
139344	-6.8656	-0.413623548
139343	-6.8657	-0.413437465
139342	-6.8658	-0.413251382
139341	-6.8659	-0.413065298
139340	-6.866	-0.412879215
139339	-6.8661	-0.412693132
139338	-6.8662	-0.412507049
139337	-6.8663	-0.412320965
139336	-6.8664	-0.412134882
139335	-6.8665	-0.411948799
139334	-6.8666	-0.411762716
139333	-6.8667	-0.411576632
139332	-6.8668	-0.411390549
139331	-6.8669	-0.411204466
139330	-6.867	-0.411018383
139329	-6.8671	-0.4108323
139328	-6.8672	-0.410646216
139327	-6.8673	-0.410460133
139326	-6.8674	-0.41027405
139325	-6.8675	-0.410087967
139324	-6.8676	-0.409901883
139323	-6.8677	-0.4097158
139322	-6.8678	-0.409529717
139321	-6.8679	-0.409343634
139320	-6.868	-0.40915755
139319	-6.8681	-0.408971467
139318	-6.8682	-0.408785384
139317	-6.8683	-0.408599301
139316	-6.8684	-0.408413218
139315	-6.8685	-0.408227134
139314	-6.8686	-0.408041051
139313	-6.8687	-0.407854968
139312	-6.8688	-0.407668885
139311	-6.8689	-0.407482801
139310	-6.869	-0.407296718
139309	-6.8691	-0.407110635
139308	-6.8692	-0.406924552
139307	-6.8693	-0.406738468
139306	-6.8694	-0.406552385
139305	-6.8695	-0.406366302
139304	-6.8696	-0.406180219
139303	-6.8697	-0.405994136
139302	-6.8698	-0.405808052
139301	-6.8699	-0.405621969
139300	-6.87	-0.405435886
139299	-6.8701	-0.405249803
139298	-6.8702	-0.405063719
139297	-6.8703	-0.404877636
139296	-6.8704	-0.404691553
139295	-6.8705	-0.40450547
139294	-6.8706	-0.404319386
139293	-6.8707	-0.404133303
139292	-6.8708	-0.40394722
139291	-6.8709	-0.403761137
139290	-6.871	-0.403575054
139289	-6.8711	-0.40338897
139288	-6.8712	-0.403202887
139287	-6.8713	-0.403016804
139286	-6.8714	-0.402830721
139285	-6.8715	-0.402644637
139284	-6.8716	-0.402458554
139283	-6.8717	-0.402272471
139282	-6.8718	-0.402086388
139281	-6.8719	-0.401900304
139280	-6.872	-0.401714221
139279	-6.8721	-0.401528138
139278	-6.8722	-0.401342055
139277	-6.8723	-0.401155972
139276	-6.8724	-0.400969888
139275	-6.8725	-0.400783805
139274	-6.8726	-0.400597722
139273	-6.8727	-0.400411639
139272	-6.8728	-0.400225555
139271	-6.8729	-0.400039472
139270	-6.873	-0.399853389
139269	-6.8731	-0.399667306
139268	-6.8732	-0.399481223
139267	-6.8733	-0.399295139
139266	-6.8734	-0.399109056
139265	-6.8735	-0.398922973
139264	-6.8736	-0.39873689
139263	-6.8737	-0.398550806
139262	-6.8738	-0.398364723
139261	-6.8739	-0.39817864
139260	-6.874	-0.397992557
139259	-6.8741	-0.397806473
139258	-6.8742	-0.39762039
139257	-6.8743	-0.397434307
139256	-6.8744	-0.397248224
139255	-6.8745	-0.397062141
139254	-6.8746	-0.396876057
139253	-6.8747	-0.396689974
139252	-6.8748	-0.396503891
139251	-6.8749	-0.396317808
139250	-6.875	-0.396131724
139249	-6.8751	-0.395945641
139248	-6.8752	-0.395759558
139247	-6.8753	-0.395573475
139246	-6.8754	-0.395387391
139245	-6.8755	-0.395201308
139244	-6.8756	-0.395015225
139243	-6.8757	-0.394829142
139242	-6.8758	-0.394643059
139241	-6.8759	-0.394456975
139240	-6.876	-0.394270892
139239	-6.8761	-0.394084809
139238	-6.8762	-0.393898726
139237	-6.8763	-0.393712642
139236	-6.8764	-0.393526559
139235	-6.8765	-0.393340476
139234	-6.8766	-0.393154393
139233	-6.8767	-0.392968309
139232	-6.8768	-0.392782226
139231	-6.8769	-0.392596143
139230	-6.877	-0.39241006
139229	-6.8771	-0.392223977
139228	-6.8772	-0.392037893
139227	-6.8773	-0.39185181
139226	-6.8774	-0.391665727
139225	-6.8775	-0.391479644
139224	-6.8776	-0.39129356
139223	-6.8777	-0.391107477
139222	-6.8778	-0.390921394
139221	-6.8779	-0.390735311
139220	-6.878	-0.390549227
139219	-6.8781	-0.390363144
139218	-6.8782	-0.390177061
139217	-6.8783	-0.389990978
139216	-6.8784	-0.389804895
139215	-6.8785	-0.389618811
139214	-6.8786	-0.389432728
139213	-6.8787	-0.389246645
139212	-6.8788	-0.389060562
139211	-6.8789	-0.388874478
139210	-6.879	-0.388688395
139209	-6.8791	-0.388502312
139208	-6.8792	-0.388316229
139207	-6.8793	-0.388130145
139206	-6.8794	-0.387944062
139205	-6.8795	-0.387757979
139204	-6.8796	-0.387571896
139203	-6.8797	-0.387385813
139202	-6.8798	-0.387199729
139201	-6.8799	-0.387013646
139200	-6.88	-0.386827563
139199	-6.8801	-0.38664148
139198	-6.8802	-0.386455396
139197	-6.8803	-0.386269313
139196	-6.8804	-0.38608323
139195	-6.8805	-0.385897147
139194	-6.8806	-0.385711063
139193	-6.8807	-0.38552498
139192	-6.8808	-0.385338897
139191	-6.8809	-0.385152814
139190	-6.881	-0.384966731
139189	-6.8811	-0.384780647
139188	-6.8812	-0.384594564
139187	-6.8813	-0.384408481
139186	-6.8814	-0.384222398
139185	-6.8815	-0.384036314
139184	-6.8816	-0.383850231
139183	-6.8817	-0.383664148
139182	-6.8818	-0.383478065
139181	-6.8819	-0.383291982
139180	-6.882	-0.383105898
139179	-6.8821	-0.382919815
139178	-6.8822	-0.382733732
139177	-6.8823	-0.382547649
139176	-6.8824	-0.382361565
139175	-6.8825	-0.382175482
139174	-6.8826	-0.381989399
139173	-6.8827	-0.381803316
139172	-6.8828	-0.381617232
139171	-6.8829	-0.381431149
139170	-6.883	-0.381245066
139169	-6.8831	-0.381058983
139168	-6.8832	-0.3808729
139167	-6.8833	-0.380686816
139166	-6.8834	-0.380500733
139165	-6.8835	-0.38031465
139164	-6.8836	-0.380128567
139163	-6.8837	-0.379942483
139162	-6.8838	-0.3797564
139161	-6.8839	-0.379570317
139160	-6.884	-0.379384234
139159	-6.8841	-0.37919815
139158	-6.8842	-0.379012067
139157	-6.8843	-0.378825984
139156	-6.8844	-0.378639901
139155	-6.8845	-0.378453818
139154	-6.8846	-0.378267734
139153	-6.8847	-0.378081651
139152	-6.8848	-0.377895568
139151	-6.8849	-0.377709485
139150	-6.885	-0.377523401
139149	-6.8851	-0.377337318
139148	-6.8852	-0.377151235
139147	-6.8853	-0.376965152
139146	-6.8854	-0.376779068
139145	-6.8855	-0.376592985
139144	-6.8856	-0.376406902
139143	-6.8857	-0.376220819
139142	-6.8858	-0.376034736
139141	-6.8859	-0.375848652
139140	-6.886	-0.375662569
139139	-6.8861	-0.375476486
139138	-6.8862	-0.375290403
139137	-6.8863	-0.375104319
139136	-6.8864	-0.374918236
139135	-6.8865	-0.374732153
139134	-6.8866	-0.37454607
139133	-6.8867	-0.374359986
139132	-6.8868	-0.374173903
139131	-6.8869	-0.37398782
139130	-6.887	-0.373801737
139129	-6.8871	-0.373615654
139128	-6.8872	-0.37342957
139127	-6.8873	-0.373243487
139126	-6.8874	-0.373057404
139125	-6.8875	-0.372871321
139124	-6.8876	-0.372685237
139123	-6.8877	-0.372499154
139122	-6.8878	-0.372313071
