year rel_temperature rel_pptn
   183 -1.1296063 -0.0875173
   182 -1.1255934 -0.0872064
   181 -1.1215805 -0.0868955
   180 -1.1175676 -0.0865846
   179 -1.1135547 -0.0862737
   178 -1.1095418 -0.0859628
   177 -1.1055289 -0.0856519
   176 -1.1015160 -0.0853410
   175 -1.0975031 -0.0850301
   174 -1.0934902 -0.0847192
   173 -1.0894773 -0.0844083
   172 -1.0854644 -0.0840974
   171 -1.0814515 -0.0837865
   170 -1.0774386 -0.0834756
   169 -1.0734257 -0.0831647
   168 -1.0694128 -0.0828538
   167 -1.0653999 -0.0825429
   166 -1.0613871 -0.0822320
   165 -1.0573742 -0.0819211
   164 -1.0533613 -0.0816102
   163 -1.0493484 -0.0812993
   162 -1.0453355 -0.0809884
   161 -1.0413226 -0.0806775
   160 -1.0373097 -0.0803665
   159 -1.0332968 -0.0800556
   158 -1.0292839 -0.0797447
   157 -1.0252710 -0.0794338
   156 -1.0212581 -0.0791229
   155 -1.0172452 -0.0788120
   154 -1.0132323 -0.0785011
   153 -1.0092194 -0.0781902
   152 -1.0052065 -0.0778793
   151 -1.0011936 -0.0775684
   150 -0.9971807 -0.0772575
   149 -0.9931678 -0.0769466
   148 -0.9891549 -0.0766357
   147 -0.9851421 -0.0763248
   146 -0.9811292 -0.0760139
   145 -0.9771163 -0.0757030
   144 -0.9731034 -0.0753921
   143 -0.9690905 -0.0750812
   142 -0.9650776 -0.0747703
   141 -0.9610647 -0.0744594
   140 -0.9570518 -0.0741485
   139 -0.9530389 -0.0738376
   138 -0.9490260 -0.0735267
   137 -0.9490260 -0.0735267
   136 -0.9349664 -0.0724374
   135 -0.9209067 -0.0713481
   134 -0.9068471 -0.0702588
   133 -0.8927874 -0.0691695
   132 -0.8787278 -0.0680803
   131 -0.8646681 -0.0669910
   130 -0.8506085 -0.0659017
   129 -0.8365488 -0.0648124
   128 -0.8224892 -0.0637231
   127 -0.8084296 -0.0626338
   126 -0.7943699 -0.0615446
   125 -0.7803103 -0.0604553
   124 -0.7662506 -0.0593660
   123 -0.7521910 -0.0582767
   122 -0.7381313 -0.0571874
   121 -0.7240717 -0.0560981
   120 -0.7100120 -0.0550089
   119 -0.6959524 -0.0539196
   118 -0.6818928 -0.0528303
   117 -0.6678331 -0.0517410
   116 -0.6537735 -0.0506517
   115 -0.6397138 -0.0495624
   114 -0.6256542 -0.0484731
   113 -0.6115945 -0.0473839
   112 -0.5975349 -0.0462946
   111 -0.5834752 -0.0452053
   110 -0.5694156 -0.0441160
   109 -0.5553560 -0.0430267
   108 -0.5412963 -0.0419374
   107 -0.5272367 -0.0408482
   106 -0.5131770 -0.0397589
   105 -0.4991174 -0.0386696
   104 -0.4850577 -0.0375803
   103 -0.4709981 -0.0364910
   102 -0.4569384 -0.0354017
   101 -0.4428788 -0.0343125
   100 -0.4288192 -0.0332232
    99 -0.4147595 -0.0321339
    98 -0.4006999 -0.0310446
    97 -0.3866402 -0.0299553
    96 -0.3725806 -0.0288660
    95 -0.3585209 -0.0277767
    94 -0.3444613 -0.0266875
    93 -0.3304016 -0.0255982
    92 -0.3163420 -0.0245089
    91 -0.3022824 -0.0234196
    90 -0.2882227 -0.0223303
    89 -0.2741631 -0.0212410
    88 -0.2601034 -0.0201518
    87 -0.2460438 -0.0190625
    86 -0.2319841 -0.0179732
    85 -0.2179245 -0.0168839
    84 -0.2038648 -0.0157946
    83 -0.1898052 -0.0147053
    82 -0.1757456 -0.0136161
    81 -0.1616859 -0.0125268
    80 -0.1476263 -0.0114375
    79 -0.1335666 -0.0103482
    78 -0.1195070 -0.0092589
    77 -0.1054473 -0.0081696
    76 -0.0913877 -0.0070803
    75 -0.0773280 -0.0059911
    74 -0.0632684 -0.0049018
    73 -0.0492088 -0.0038125
    72 -0.0351491 -0.0027232
    71 -0.0210895 -0.0016339
    70 -0.0070298 -0.0005446
    69  0.0000000  0.0000000
    68  0.0000000  0.0000000
    67  0.0000000  0.0000000
    66  0.0000000  0.0000000
    65  0.0000000  0.0000000
    64  0.0000000  0.0000000
    63  0.0000000  0.0000000
    62  0.0000000  0.0000000
    61  0.0000000  0.0000000
    60  0.0000000  0.0000000
    59  0.0000000  0.0000000
    58  0.0000000  0.0000000
    57  0.0000000  0.0000000
    56  0.0000000  0.0000000
    55  0.0000000  0.0000000
    54  0.0000000  0.0000000
    53  0.0000000  0.0000000
    52  0.0000000  0.0000000
    51  0.0000000  0.0000000
    50  0.0000000  0.0000000
    49  0.0000000  0.0000000
    48  0.0000000  0.0000000
    47  0.0000000  0.0000000
    46  0.0000000  0.0000000
    45  0.0000000  0.0000000
    44  0.0000000  0.0000000
    43  0.0000000  0.0000000
    42  0.0000000  0.0000000
    41  0.0000000  0.0000000
    40  0.0000000  0.0000000
    39  0.0000000  0.0000000
    38  0.0000000  0.0000000
    37  0.0000000  0.0000000
    36  0.0000000  0.0000000
    35  0.0000000  0.0000000
    34  0.0000000  0.0000000
    33  0.0000000  0.0000000
    32  0.0000000  0.0000000
    31  0.0000000  0.0000000
    30  0.0000000  0.0000000
    29  0.0000000  0.0000000
    28  0.0000000  0.0000000
    27  0.0000000  0.0000000
    26  0.0000000  0.0000000
    25  0.0000000  0.0000000
    24  0.0000000  0.0000000
    23  0.0000000  0.0000000
    22  0.0000000  0.0000000
    21  0.0000000  0.0000000
    20  0.0000000  0.0000000
    19  0.0000000  0.0000000
    18  0.0000000  0.0000000
    17  0.0000000  0.0000000
    16  0.0000000  0.0000000
    15  0.0000000  0.0000000
    14  0.0000000  0.0000000
    13  0.0000000  0.0000000
    12  0.0000000  0.0000000
    11  0.0000000  0.0000000
    10  0.0000000  0.0000000
     9  0.0000000  0.0000000
     8  0.0000000  0.0000000
     7  0.0000000  0.0000000
     6  0.0000000  0.0000000
     5  0.0000000  0.0000000
     4  0.0000000  0.0000000
     3  0.0000000  0.0000000
     2  0.0000000  0.0000000
     1  0.0000000  0.0000000
     0  0.0000000  0.0000000
     0  0.0000000  0.0000000
